student_id,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,projects,certifications,technical_skills,aptitude_score,communication_score,attendance,placed,company,package_lpa,placement_year
S0968,Civil,8.18,73.89,68.71,1,2,2,2,5,83.79,89.35,99.72,0,Not Placed,0.0,2025
S0969,Mechanical,8.93,81.25,74.69,2,3,1,1,5,49.88,52.99,75.83,0,Not Placed,0.0,2026
S0970,Civil,5.59,61.9,68.12,0,1,1,2,2,73.95,55.81,84.98,0,Not Placed,0.0,2025
S0971,Mechanical,7.05,83.97,73.38,3,1,4,0,1,58.76,52.51,98.52,0,Not Placed,0.0,2024
S0972,Civil,9.2,62.71,94.84,0,3,0,3,1,50.69,85.9,93.26,1,Cognizant,5.71,2026
S0973,Civil,6.92,84.84,56.08,3,1,3,2,3,91.55,96.88,78.54,0,Not Placed,0.0,2026
S0974,Civil,7.86,64.87,80.4,1,0,2,3,2,64.21,83.01,89.5,1,Wipro,11.45,2024
S0975,Mechanical,7.94,60.05,67.82,0,0,3,5,5,63.91,92.89,65.13,0,Not Placed,0.0,2024
S0976,Mechanical,5.92,62.11,55.99,0,2,3,4,1,50.19,78.32,80.48,0,Not Placed,0.0,2026
S0977,Civil,6.81,55.09,57.14,0,1,2,4,4,62.98,63.26,71.16,0,Not Placed,0.0,2026
S0978,IT,6.67,85.91,92.72,0,1,2,2,4,92.3,65.55,66.45,1,Capgemini,9.34,2024
S0979,Electronics,5.13,86.49,89.58,0,1,4,1,4,61.79,44.52,77.05,0,Not Placed,0.0,2026
S0980,Electronics,5.12,77.14,90.82,0,0,4,2,5,97.1,41.89,65.24,0,Not Placed,0.0,2026
S0981,Electronics,9.16,61.94,94.62,0,1,1,2,5,96.78,81.73,87.96,1,Capgemini,4.98,2024
S0982,Mechanical,6.37,58.59,59.37,1,0,1,4,8,48.69,66.31,78.25,0,Not Placed,0.0,2025
S0983,Mechanical,7.59,55.82,65.99,0,1,4,1,3,50.64,73.13,81.25,1,Cognizant,6.55,2026
S0984,IT,6.49,62.13,80.11,0,1,2,4,7,91.76,73.46,65.86,0,Not Placed,0.0,2026
S0985,Electronics,9.7,93.31,71.77,0,1,3,3,3,63.57,56.64,65.59,1,Accenture,7.5,2026
S0986,Electronics,6.3,65.39,68.83,0,2,2,5,3,40.26,68.55,83.34,0,Not Placed,0.0,2025
S0987,Civil,7.15,70.23,66.1,0,2,1,4,6,56.43,68.25,99.4,1,Infosys,9.23,2024
S0988,Mechanical,9.36,59.53,76.72,0,2,3,1,4,75.86,63.31,63.85,1,Tech Mahindra,4.15,2025
S0989,Electronics,9.21,64.56,75.9,3,0,3,0,5,87.96,89.24,71.43,1,Deloitte,10.44,2026
S0990,IT,5.93,77.33,57.27,1,0,2,0,4,48.0,67.07,94.78,0,Not Placed,0.0,2025
S0991,IT,9.01,81.13,71.23,0,1,3,1,3,46.63,76.22,62.89,1,Capgemini,4.48,2025
S0992,Electronics,7.29,65.55,74.91,1,3,4,2,5,95.33,93.73,95.04,1,Wipro,6.68,2024
S0993,Mechanical,7.41,57.48,75.66,0,2,3,3,2,85.07,91.97,80.97,1,Capgemini,6.46,2025
S0994,IT,5.67,71.81,59.45,1,2,1,4,8,75.39,93.43,76.33,0,Not Placed,0.0,2024
S0995,Civil,5.4,65.07,83.4,1,0,3,2,1,86.15,56.2,72.39,0,Not Placed,0.0,2024
S0996,IT,8.64,64.44,51.13,0,1,4,0,1,65.73,42.1,71.88,0,Not Placed,0.0,2026
S0997,Computer,7.48,96.27,65.97,0,1,4,0,3,85.51,55.66,72.23,0,Not Placed,0.0,2024
S0998,Computer,7.18,81.5,85.11,0,0,3,0,7,62.31,56.72,95.39,1,Deloitte,3.19,2026
S0999,Mechanical,8.65,78.95,75.38,0,0,1,1,4,54.65,94.56,88.95,1,Accenture,9.47,2024
S1000,Electronics,8.83,72.88,61.75,2,3,4,2,2,83.74,78.95,86.79,1,Wipro,11.9,2025
S1001,Mechanical,5.79,73.44,81.27,0,0,3,0,5,65.18,44.9,91.95,0,Not Placed,0.0,2025
S1002,Mechanical,8.05,78.26,75.53,2,0,0,1,7,98.88,48.12,70.28,1,Infosys,8.79,2024
S1003,Mechanical,5.68,84.95,85.83,4,0,2,0,4,60.97,49.34,84.72,0,Not Placed,0.0,2024
S1004,Mechanical,8.76,85.19,83.08,0,3,2,2,3,95.3,77.83,78.4,1,Infosys,5.21,2026
S1005,Civil,8.28,62.38,77.45,1,1,3,2,4,95.98,84.12,91.3,1,Wipro,4.35,2024
S1006,Civil,9.78,76.5,71.97,1,1,2,2,3,54.51,91.58,72.37,1,Cognizant,10.54,2024
S1007,IT,5.34,72.71,55.99,4,3,3,1,6,87.89,96.44,85.73,0,Not Placed,0.0,2026
S1008,Computer,5.29,92.43,61.76,4,0,5,5,1,65.98,52.1,95.29,0,Not Placed,0.0,2025
S1009,Mechanical,6.41,82.15,68.86,1,1,4,1,7,95.05,58.59,76.09,1,Cognizant,6.43,2026
S1010,IT,6.31,77.9,76.97,0,0,5,2,1,67.01,54.42,62.66,0,Not Placed,0.0,2024
S1011,Computer,6.23,59.96,73.12,1,0,5,3,4,84.66,61.53,80.64,0,Not Placed,0.0,2024
S1012,Electronics,9.53,81.04,62.97,0,2,0,2,2,68.02,94.88,73.84,0,Not Placed,0.0,2026
S1013,Civil,6.25,60.04,50.29,1,2,3,4,5,53.67,74.51,86.89,0,Not Placed,0.0,2026
S1014,Computer,6.36,69.5,72.33,2,1,2,1,3,51.96,84.29,98.04,0,Not Placed,0.0,2024
S1015,Electronics,8.8,61.14,62.85,0,1,4,2,5,65.53,69.41,79.42,1,Accenture,5.02,2025
S1016,Computer,7.25,84.76,83.06,0,1,2,0,1,85.33,41.73,78.65,0,Not Placed,0.0,2024
S1017,Civil,8.88,63.87,51.08,0,0,5,2,8,76.3,43.85,86.18,1,Wipro,10.87,2024
S1018,Civil,5.33,71.85,76.32,0,0,3,1,2,81.32,72.28,64.14,0,Not Placed,0.0,2026
S1019,IT,7.44,93.51,92.37,0,0,4,0,2,56.94,83.13,70.14,1,Tech Mahindra,4.52,2024
S1020,Mechanical,5.17,63.79,57.85,1,0,1,2,5,68.89,52.92,96.76,0,Not Placed,0.0,2026
S1021,Computer,5.31,76.84,71.22,3,2,1,2,1,42.66,83.31,86.8,0,Not Placed,0.0,2024
S1022,Computer,9.53,73.03,54.11,3,0,4,0,8,89.05,88.64,60.54,1,Wipro,10.35,2026
S1023,Electronics,5.7,55.78,78.16,0,0,0,2,5,99.39,64.71,68.19,0,Not Placed,0.0,2025
S1024,Civil,7.66,89.09,74.77,2,1,4,2,4,64.41,84.79,87.31,1,Capgemini,6.08,2026
S1025,Computer,7.06,57.97,68.33,1,2,0,0,2,40.66,64.24,90.58,0,Not Placed,0.0,2024
S1026,Civil,6.74,75.39,73.46,0,0,3,2,2,50.19,80.7,93.59,0,Not Placed,0.0,2026
S1027,Computer,9.5,79.11,90.35,0,0,2,3,4,79.15,85.84,71.69,1,Tech Mahindra,3.74,2026
S1028,IT,5.11,82.02,58.83,0,1,3,2,1,76.72,99.52,97.24,0,Not Placed,0.0,2025
S1029,Mechanical,8.32,84.61,51.02,2,2,3,1,2,87.27,60.72,82.12,0,Not Placed,0.0,2026
S1030,Computer,9.82,65.89,88.77,0,1,2,1,7,55.23,64.66,87.86,1,Infosys,6.4,2026
S1031,Civil,7.8,55.43,75.97,1,2,1,2,8,85.82,49.94,83.87,1,Infosys,3.15,2026
S1032,IT,9.68,86.11,90.08,0,3,1,4,6,81.28,52.24,64.91,1,Deloitte,3.74,2025
S1033,Computer,5.26,78.03,76.86,1,2,3,2,6,59.37,81.6,98.52,1,Capgemini,11.02,2026
S1034,Electronics,7.09,90.95,86.46,0,1,3,0,6,72.73,95.02,64.92,1,Deloitte,7.88,2026
S1035,Mechanical,6.3,90.32,69.34,0,1,4,2,3,48.84,63.68,70.2,0,Not Placed,0.0,2024
S1036,Computer,8.65,91.26,83.74,0,0,3,4,7,67.15,50.79,92.55,1,Infosys,6.19,2025
S1037,IT,9.91,75.86,91.09,0,3,2,0,3,92.87,57.11,84.74,1,Capgemini,3.35,2026
S1038,Electronics,6.28,69.35,75.75,1,1,2,5,1,65.27,67.3,93.53,0,Not Placed,0.0,2025
S1039,IT,8.27,89.04,58.14,0,0,0,4,4,90.37,57.44,80.63,0,Not Placed,0.0,2025
S1040,IT,5.99,74.41,62.1,1,1,2,0,5,75.42,54.01,75.08,0,Not Placed,0.0,2025
S1041,Electronics,7.83,62.89,58.94,0,0,5,4,7,51.51,84.16,96.87,0,Not Placed,0.0,2026
S1042,IT,7.32,91.76,61.11,0,1,4,1,8,74.87,40.47,61.45,1,Cognizant,3.01,2026
S1043,Electronics,9.86,92.95,63.79,0,1,2,3,1,70.36,72.35,94.25,1,Infosys,8.83,2026
S1044,Computer,8.04,75.05,74.98,0,1,3,1,5,63.92,87.63,69.23,1,Infosys,4.35,2026
S1045,Electronics,6.75,58.26,76.46,2,2,4,1,1,47.18,55.97,93.95,0,Not Placed,0.0,2025
S1046,Electronics,5.57,71.68,69.19,0,0,2,2,3,65.0,76.2,65.57,0,Not Placed,0.0,2024
S1047,Mechanical,5.76,89.55,77.69,1,1,0,3,6,44.37,80.13,83.21,0,Not Placed,0.0,2024
S1048,Electronics,6.13,93.78,53.67,4,1,1,0,4,45.93,79.3,95.52,0,Not Placed,0.0,2024
S1049,Electronics,6.25,63.75,53.95,0,1,3,2,3,64.95,66.75,78.94,0,Not Placed,0.0,2024
S1050,Computer,9.25,57.88,57.73,0,2,5,0,4,58.32,60.79,89.86,1,Wipro,11.88,2026
S1051,Mechanical,7.81,92.73,73.31,1,1,3,1,7,95.53,90.16,92.19,1,Wipro,3.67,2026
S1052,Civil,7.62,71.74,59.63,3,1,1,1,5,62.54,85.51,89.46,0,Not Placed,0.0,2026
S1053,Computer,5.57,78.3,62.75,2,0,1,2,1,85.47,59.28,97.01,0,Not Placed,0.0,2026
S1054,Computer,9.3,96.63,68.01,0,3,4,1,2,71.81,46.18,77.87,1,Tech Mahindra,4.49,2026
S1055,Civil,8.61,57.86,86.53,1,1,4,0,2,82.25,44.31,66.93,0,Not Placed,0.0,2026
S1056,Electronics,5.34,82.88,50.62,0,2,3,0,4,55.61,45.66,61.91,0,Not Placed,0.0,2025
S1057,IT,8.54,58.19,79.22,4,0,3,0,6,96.51,74.97,69.86,1,TCS,5.8,2024
S1058,Mechanical,7.72,71.15,80.1,3,0,0,2,6,71.81,43.1,65.73,0,Not Placed,0.0,2025
S1059,IT,5.41,89.56,85.94,0,1,4,5,4,89.88,60.22,82.32,0,Not Placed,0.0,2024
S1060,Civil,7.29,73.64,91.97,0,2,4,0,3,61.9,85.19,67.4,1,TCS,3.87,2025
S1061,Computer,7.42,97.88,50.91,0,1,2,4,2,46.01,57.66,61.56,0,Not Placed,0.0,2026
S1062,Computer,5.83,79.04,56.92,0,3,4,3,3,80.42,85.8,61.44,0,Not Placed,0.0,2025
S1063,Mechanical,9.73,68.81,89.88,1,1,2,2,5,40.47,84.73,93.26,1,Cognizant,8.85,2024
S1064,Computer,9.25,64.46,70.63,0,1,0,2,2,68.52,54.75,83.66,1,Cognizant,4.1,2026
S1065,Computer,8.35,70.07,75.41,0,0,2,3,5,51.57,83.73,74.32,0,Not Placed,0.0,2026
S1066,Mechanical,7.31,71.02,79.84,0,2,1,0,1,77.64,84.87,95.77,1,Capgemini,7.43,2024
S1067,Mechanical,7.06,57.95,80.56,4,0,2,2,3,98.77,63.85,62.81,0,Not Placed,0.0,2024
S1068,Civil,8.25,70.89,91.93,0,2,2,2,4,67.86,52.63,99.21,1,Tech Mahindra,5.72,2026
S1069,Computer,7.73,74.96,94.86,0,3,3,2,2,89.05,71.28,84.65,1,Wipro,10.21,2024
S1070,Computer,5.31,86.08,82.41,0,3,3,3,3,70.47,95.28,67.34,1,Cognizant,6.84,2026
S1071,Civil,7.56,83.24,62.92,4,1,2,0,4,69.75,78.38,87.16,0,Not Placed,0.0,2025
S1072,Electronics,9.03,85.48,89.59,1,1,0,2,1,95.83,50.38,90.54,0,Not Placed,0.0,2025
S1073,Electronics,7.3,55.36,52.21,0,2,3,2,2,93.4,80.97,77.17,0,Not Placed,0.0,2025
S1074,Electronics,5.26,64.36,60.4,0,0,2,1,5,87.15,65.63,94.47,0,Not Placed,0.0,2026
S1075,Civil,8.93,83.45,90.38,0,1,2,1,1,57.78,75.49,66.03,0,Not Placed,0.0,2026
S1076,Computer,6.01,75.81,61.53,0,0,4,2,6,72.7,84.04,71.15,1,Cognizant,11.15,2025
S1077,Civil,6.29,55.23,59.93,0,1,4,4,4,53.43,70.9,63.74,0,Not Placed,0.0,2024
S1078,Civil,5.82,89.59,56.22,3,0,4,2,8,66.64,88.84,68.44,0,Not Placed,0.0,2024
S1079,Electronics,6.65,88.23,88.66,0,0,3,3,2,69.05,83.33,69.55,0,Not Placed,0.0,2026
S1080,IT,8.78,78.58,72.5,2,1,1,1,2,89.9,76.9,96.71,0,Not Placed,0.0,2025
S1081,Computer,7.6,57.86,80.37,0,1,3,0,7,93.76,49.05,63.12,1,Deloitte,8.33,2024
S1082,Electronics,6.02,87.96,60.76,1,1,2,0,7,64.88,90.16,77.1,0,Not Placed,0.0,2025
S1083,IT,9.39,80.1,84.11,1,0,2,0,1,41.06,96.15,81.3,1,Infosys,8.15,2025
S1084,IT,9.4,88.62,84.2,0,1,1,1,2,91.71,48.22,95.95,1,Infosys,4.05,2026
S1085,Mechanical,9.35,87.33,64.07,0,0,4,1,4,50.46,69.29,99.91,1,TCS,8.18,2026
S1086,Computer,6.19,89.53,68.48,0,1,1,3,1,77.31,55.53,90.14,0,Not Placed,0.0,2024
S1087,IT,7.26,77.27,59.44,0,1,5,3,5,41.5,85.27,98.83,0,Not Placed,0.0,2024
S1088,Electronics,9.92,61.03,93.95,0,1,4,0,1,63.97,83.3,91.48,1,Accenture,8.63,2025
S1089,Mechanical,8.86,83.86,79.05,0,2,3,1,1,99.16,48.45,98.53,0,Not Placed,0.0,2024
S1090,Computer,5.14,81.68,92.05,4,0,4,1,8,46.04,92.62,88.29,0,Not Placed,0.0,2026
S1091,Civil,5.33,86.92,63.65,0,2,3,2,5,65.42,50.86,63.19,0,Not Placed,0.0,2025
S1092,Electronics,7.32,62.3,85.19,1,1,4,0,6,58.43,87.84,76.08,0,Not Placed,0.0,2025
S1093,IT,9.55,63.38,84.46,0,1,2,0,7,94.31,67.42,85.86,1,Deloitte,7.13,2025
S1094,IT,7.69,93.29,81.12,1,1,4,4,4,92.16,59.7,74.03,1,Deloitte,7.92,2026
S1095,Electronics,7.49,87.25,93.45,0,0,3,3,6,54.26,49.49,70.94,0,Not Placed,0.0,2026
S1096,IT,5.53,94.05,67.71,2,1,5,0,6,44.87,50.06,83.1,0,Not Placed,0.0,2026
S1097,Mechanical,8.28,87.62,55.88,0,1,3,1,6,77.63,79.71,97.34,1,Deloitte,8.24,2026
S1098,Computer,9.11,80.68,80.23,0,0,3,1,7,60.18,73.03,61.4,1,Tech Mahindra,9.48,2026
S1099,Mechanical,6.9,83.13,82.82,0,0,4,3,3,80.33,47.33,90.77,1,Infosys,4.1,2026
S1100,IT,8.88,93.23,75.88,0,0,4,2,7,41.93,46.76,88.91,1,Tech Mahindra,10.08,2024
S1101,Civil,9.82,79.89,59.31,0,3,3,0,6,48.0,44.34,98.56,1,Wipro,5.47,2024
S1102,Computer,6.02,82.19,72.7,0,1,1,3,3,81.18,84.63,97.23,0,Not Placed,0.0,2026
S1103,Computer,7.62,61.73,64.05,0,0,3,1,5,52.74,82.71,90.49,0,Not Placed,0.0,2026
S1104,Electronics,6.44,75.38,69.24,2,1,5,1,7,91.46,43.51,80.82,0,Not Placed,0.0,2026
S1105,Electronics,8.96,85.81,79.03,0,1,4,1,4,43.52,73.62,68.17,1,Accenture,7.99,2026
S1106,Civil,7.89,66.65,83.53,0,2,4,2,6,52.93,45.08,81.81,1,Cognizant,7.7,2025
S1107,Computer,8.17,63.7,60.45,1,0,0,1,2,99.91,94.22,90.61,1,Tech Mahindra,9.12,2025
S1108,Civil,8.99,68.49,68.24,0,0,3,1,5,65.98,94.43,95.83,1,Wipro,11.29,2026
S1109,Electronics,6.98,65.38,62.11,0,2,3,1,3,82.18,81.89,91.59,1,Infosys,9.75,2026
S1110,Electronics,9.58,64.24,58.94,0,0,4,0,7,50.96,95.57,67.81,1,Cognizant,8.71,2025
S1111,Computer,7.67,73.27,85.25,3,0,0,3,4,76.59,88.69,83.99,0,Not Placed,0.0,2025
S1112,Mechanical,5.79,94.04,90.92,2,3,4,0,1,83.57,89.71,73.29,0,Not Placed,0.0,2025
S1113,IT,8.48,76.8,66.66,2,1,3,0,4,58.87,74.18,60.37,1,Wipro,4.45,2025
S1114,Electronics,8.97,63.08,83.81,0,0,1,2,4,89.73,58.36,68.01,0,Not Placed,0.0,2025
S1115,Electronics,6.58,58.31,90.36,1,0,2,3,6,76.21,53.07,64.53,1,TCS,8.2,2026
S1116,Mechanical,9.29,84.93,88.08,0,0,2,3,6,63.35,59.63,93.71,1,Capgemini,8.7,2024
S1117,Mechanical,9.53,71.46,58.23,0,0,3,2,7,73.46,77.71,70.34,0,Not Placed,0.0,2026
S1118,Civil,6.38,90.34,93.03,0,2,1,1,7,74.61,50.36,71.39,0,Not Placed,0.0,2026
S1119,Civil,9.92,83.36,66.95,0,1,1,3,8,49.93,55.52,98.4,1,Deloitte,7.25,2026
S1120,IT,5.7,89.24,65.27,0,2,4,2,3,64.16,68.08,75.16,1,Deloitte,10.32,2026
S1121,IT,6.01,66.69,52.81,0,3,1,1,8,60.61,53.98,60.38,0,Not Placed,0.0,2026
S1122,Computer,5.92,84.77,71.88,0,1,2,4,7,64.05,75.32,71.35,1,Capgemini,6.82,2026
S1123,Civil,9.47,66.35,54.91,0,0,3,0,3,85.67,95.39,64.77,0,Not Placed,0.0,2025
S1124,Electronics,8.27,95.38,61.18,1,1,3,5,6,68.95,84.89,64.11,1,Infosys,9.83,2026
S1125,Civil,5.76,82.36,64.26,0,3,4,4,6,96.42,79.99,63.1,1,Capgemini,11.87,2024
S1126,Electronics,7.2,68.95,86.4,1,2,2,2,2,57.62,74.96,83.73,0,Not Placed,0.0,2026
S1127,Mechanical,8.08,66.59,89.4,0,0,4,4,2,64.94,69.28,67.57,0,Not Placed,0.0,2025
S1128,Civil,5.42,63.21,63.61,1,1,3,3,5,87.22,51.19,74.45,0,Not Placed,0.0,2024
S1129,Mechanical,9.41,84.87,88.64,0,1,1,0,6,72.76,93.68,94.48,1,Accenture,7.65,2025
S1130,IT,9.02,64.4,88.58,0,3,1,1,1,72.82,54.91,76.97,1,Cognizant,10.63,2026
S1131,IT,7.53,80.6,84.41,0,0,2,0,2,43.2,45.48,96.63,0,Not Placed,0.0,2024
S1132,Computer,9.84,66.38,56.6,0,1,2,1,3,63.92,85.0,79.92,0,Not Placed,0.0,2026
S1133,Civil,7.09,83.46,81.06,1,2,4,3,4,56.24,50.54,75.95,0,Not Placed,0.0,2026
S1134,Mechanical,9.92,90.04,92.53,0,1,3,1,7,99.96,62.31,90.02,1,Deloitte,7.42,2025
S1135,Electronics,8.34,88.46,80.71,0,1,2,1,7,58.5,41.7,62.93,1,TCS,7.71,2026
S1136,IT,8.17,87.72,64.92,2,0,1,2,5,93.07,48.22,63.58,0,Not Placed,0.0,2025
S1137,IT,5.83,63.07,72.53,1,0,2,4,2,80.57,50.39,86.08,0,Not Placed,0.0,2025
S1138,Electronics,9.41,58.8,79.06,0,0,3,0,4,60.45,43.26,79.48,1,Deloitte,6.45,2026
S1139,Mechanical,7.14,85.05,72.98,0,3,2,1,4,72.61,79.4,91.62,1,TCS,9.25,2025
S1140,Mechanical,5.81,70.84,55.4,0,0,3,0,2,90.43,90.22,96.65,0,Not Placed,0.0,2026
S1141,Civil,5.06,73.59,64.04,0,1,1,2,1,93.0,62.4,75.53,0,Not Placed,0.0,2026
S1142,Civil,7.8,56.34,86.11,0,1,3,0,1,49.62,92.47,83.86,0,Not Placed,0.0,2026
S1143,Computer,7.64,66.16,88.76,4,0,4,2,5,60.37,52.8,80.03,1,Deloitte,11.52,2026
S1144,IT,8.6,56.45,56.18,0,1,2,1,8,60.11,59.52,99.26,0,Not Placed,0.0,2026
S1145,Civil,9.45,92.8,92.86,0,2,3,0,1,42.52,49.04,93.24,1,Wipro,3.67,2024
S1146,Mechanical,5.4,65.47,64.8,0,2,5,4,5,75.89,77.23,96.47,1,Tech Mahindra,7.8,2024
S1147,Electronics,8.66,78.97,79.8,2,1,2,0,8,91.29,65.19,70.17,1,Capgemini,7.6,2025
S1148,Mechanical,5.94,56.68,83.83,1,1,3,1,8,62.89,76.8,90.9,0,Not Placed,0.0,2026
S1149,IT,9.29,83.67,86.54,0,0,1,0,3,84.4,85.7,70.62,1,Infosys,3.0,2024
S1150,Mechanical,9.1,68.89,92.56,1,3,3,2,8,77.66,72.74,68.35,1,Wipro,3.94,2026
S1151,Computer,7.7,93.61,64.08,0,0,1,2,2,62.54,77.66,97.77,0,Not Placed,0.0,2024
S1152,IT,8.55,93.19,88.63,0,2,5,1,8,48.46,96.12,60.77,1,Infosys,7.59,2024
S1153,Electronics,6.57,68.99,55.93,0,0,4,0,4,82.56,57.94,98.62,0,Not Placed,0.0,2024
S1154,Computer,7.36,93.74,81.73,0,3,4,1,5,91.27,61.55,65.97,1,Capgemini,4.4,2026
S1155,IT,9.11,97.83,83.39,0,2,4,2,7,81.15,83.06,92.78,1,Infosys,7.72,2026
S1156,Electronics,7.3,90.49,80.5,2,2,3,3,1,41.07,76.68,71.04,1,Tech Mahindra,3.38,2025
S1157,Computer,6.79,91.33,61.35,0,0,2,2,7,52.97,50.71,74.03,1,Capgemini,5.69,2026
S1158,Computer,7.47,65.71,89.29,3,1,4,2,5,44.17,62.57,68.67,1,Tech Mahindra,9.59,2024
S1159,IT,9.14,79.8,57.6,0,1,5,1,6,74.22,68.07,83.42,1,TCS,11.06,2026
S1160,Civil,6.68,57.89,52.41,0,2,3,1,5,85.39,65.16,73.92,0,Not Placed,0.0,2024
S1161,Computer,5.87,59.08,82.29,0,0,5,0,1,46.63,50.7,86.3,0,Not Placed,0.0,2025
S1162,Computer,8.56,97.95,71.4,0,3,3,1,6,90.3,95.47,60.63,1,Capgemini,4.99,2026
S1163,Electronics,9.13,69.05,88.21,0,2,3,1,6,73.33,85.74,62.57,1,TCS,11.84,2026
S1164,Mechanical,5.5,87.17,67.25,0,0,3,2,8,81.4,68.88,63.99,0,Not Placed,0.0,2024
S1165,IT,6.2,89.69,57.57,0,2,2,2,1,98.28,80.8,76.76,1,Capgemini,9.52,2024
S1166,IT,5.71,91.9,87.64,0,1,0,4,6,45.02,93.84,92.59,0,Not Placed,0.0,2026
S1167,Civil,6.74,97.9,74.7,1,1,2,0,2,94.07,48.17,95.53,0,Not Placed,0.0,2026
S1168,Civil,7.25,65.38,58.51,0,0,3,2,4,47.57,55.02,69.79,0,Not Placed,0.0,2026
S1169,IT,8.74,56.74,82.42,0,1,2,3,7,63.58,72.56,82.97,1,Deloitte,3.43,2026
S1170,Civil,8.26,72.68,73.0,0,2,2,2,2,91.09,87.94,90.73,1,Wipro,5.42,2026
S1171,Electronics,8.1,60.59,77.19,3,1,5,1,2,94.38,42.18,71.55,0,Not Placed,0.0,2025
S1172,IT,6.76,55.96,70.74,1,1,2,1,1,70.38,99.04,76.36,1,Tech Mahindra,7.89,2025
S1173,Civil,9.21,70.5,87.29,0,1,3,0,8,75.65,67.29,80.96,1,Infosys,5.01,2024
S1174,IT,7.36,88.7,87.33,0,2,1,1,1,82.49,61.55,65.39,1,TCS,6.37,2025
S1175,Mechanical,9.9,79.35,81.92,0,0,0,3,7,89.97,57.56,61.04,1,Wipro,7.2,2026
S1176,Computer,8.17,68.45,54.74,4,2,4,0,4,47.29,50.46,66.11,0,Not Placed,0.0,2026
S1177,IT,5.63,83.14,87.75,1,1,3,1,5,88.6,87.49,85.07,0,Not Placed,0.0,2025
S1178,Computer,8.38,64.98,80.2,0,0,4,3,2,68.88,97.32,62.94,1,Wipro,5.44,2025
S1179,Civil,6.63,55.62,81.37,0,0,1,3,6,67.04,64.82,67.59,1,Capgemini,8.63,2026
S1180,Computer,8.43,87.87,66.33,0,1,3,2,4,65.43,97.15,73.51,1,Cognizant,6.42,2026
S1181,IT,5.35,81.82,89.57,3,2,2,2,2,70.55,89.43,63.11,0,Not Placed,0.0,2025
S1182,Mechanical,5.87,87.78,82.64,0,1,2,1,5,96.7,68.86,67.67,0,Not Placed,0.0,2026
S1183,Civil,9.28,56.67,55.07,0,2,0,0,8,72.89,80.44,96.45,1,Cognizant,11.84,2024
S1184,IT,6.14,91.0,68.35,0,0,1,1,6,97.19,66.1,60.77,1,Wipro,6.93,2026
S1185,Civil,9.19,81.64,89.89,1,1,2,2,2,50.82,73.52,86.14,0,Not Placed,0.0,2026
S1186,Electronics,6.4,79.23,52.12,1,3,1,4,3,83.45,43.48,75.38,0,Not Placed,0.0,2025
S1187,Computer,8.21,81.86,93.26,1,2,5,0,7,88.73,81.78,86.91,1,Tech Mahindra,8.47,2025
S1188,Electronics,8.47,92.17,80.56,0,0,2,2,4,80.75,43.17,83.55,1,Tech Mahindra,4.62,2026
S1189,IT,7.56,80.24,78.41,2,1,1,1,7,76.42,89.03,68.94,0,Not Placed,0.0,2025
S1190,Mechanical,6.53,79.98,62.18,0,0,1,2,1,73.89,89.5,93.89,0,Not Placed,0.0,2024
S1191,Civil,6.06,97.6,61.2,0,1,3,0,2,91.66,54.22,79.68,0,Not Placed,0.0,2026
S1192,Computer,5.17,87.54,92.39,0,2,1,1,6,89.3,59.42,92.9,0,Not Placed,0.0,2025
S1193,Civil,6.52,74.02,63.42,4,2,4,3,6,47.34,68.88,76.24,0,Not Placed,0.0,2024
S1194,IT,8.27,85.42,84.9,0,0,5,2,4,90.92,75.8,99.39,1,Wipro,9.35,2026
S1195,Civil,9.69,71.74,67.69,1,3,2,2,4,64.84,57.24,90.82,1,Cognizant,9.97,2024
S1196,Computer,9.36,64.84,56.27,1,1,3,1,7,55.22,75.55,98.64,1,Deloitte,3.4,2024
S1197,IT,8.83,80.66,50.48,0,1,0,1,6,92.19,57.87,80.57,0,Not Placed,0.0,2025
S1198,Civil,8.94,94.91,74.49,0,1,3,1,6,65.92,43.33,78.95,0,Not Placed,0.0,2025
S1199,Mechanical,8.32,94.95,93.91,0,1,2,3,6,88.5,40.15,90.22,1,Capgemini,9.16,2026
S1200,IT,6.3,69.7,66.61,0,1,2,5,2,55.8,46.07,95.21,0,Not Placed,0.0,2026
S1201,IT,9.54,77.69,66.07,0,1,2,1,6,40.24,87.54,98.57,1,Wipro,6.74,2026
S1202,Mechanical,8.35,64.1,65.48,0,1,3,1,1,69.73,97.69,72.98,1,Infosys,7.97,2024
S1203,Electronics,7.8,97.81,73.42,2,0,2,3,6,46.01,65.62,91.95,0,Not Placed,0.0,2024
S1204,Computer,5.55,97.19,69.83,3,2,1,1,1,85.26,70.76,68.43,0,Not Placed,0.0,2026
S1205,Electronics,7.24,82.93,89.6,0,1,3,2,2,56.56,48.81,81.82,0,Not Placed,0.0,2026
S1206,Civil,7.3,89.59,72.75,0,0,3,1,4,66.62,73.06,67.19,1,TCS,4.9,2026
S1207,Mechanical,9.32,85.75,72.85,0,2,4,3,8,45.22,48.68,73.9,1,Accenture,4.81,2026
S1208,Electronics,7.73,80.51,56.23,1,3,1,2,1,57.2,76.67,97.25,1,Deloitte,11.0,2024
S1209,IT,6.9,57.29,94.22,1,3,4,3,2,86.89,96.0,65.84,1,Tech Mahindra,7.73,2025
S1210,Civil,9.88,74.55,61.25,0,1,3,3,8,49.1,51.74,85.3,1,TCS,8.2,2026
